number,name,metal_smiles,organ_smiles,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity,Source,DOI
509,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,472.1896708,198.7012987,Literature,10.1016/j.molliq.2023.121665
510,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,602.487164,233.7662338,Literature,10.1016/j.molliq.2023.121665
511,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,698.1999396,236.6883117,Literature,10.1016/j.molliq.2023.121665
512,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,44.00820793,14.70588235,Literature,10.1016/j.molliq.2023.121665
513,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,83.63201095,32.35294118,Literature,10.1016/j.molliq.2023.121665
514,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,126.1969904,52.94117647,Literature,10.1016/j.molliq.2023.121665
515,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,160.4377565,67.64705882,Literature,10.1016/j.molliq.2023.121665
516,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,216.7099863,97.05882353,Literature,10.1016/j.molliq.2023.121665
517,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,267.0998632,120.5882353,Literature,10.1016/j.molliq.2023.121665
518,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,375.7045144,170.5882353,Literature,10.1016/j.molliq.2023.121665
519,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,473.0437757,211.7647059,Literature,10.1016/j.molliq.2023.121665
520,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,603.125855,258.8235294,Literature,10.1016/j.molliq.2023.121665
521,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,700.8549932,273.5294118,Literature,10.1016/j.molliq.2023.121665
522,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,47.79522803,23.37662338,Literature,10.1016/j.molliq.2023.121665
523,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,84.86257928,40.90909091,Literature,10.1016/j.molliq.2023.121665
524,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,127.7740864,64.28571429,Literature,10.1016/j.molliq.2023.121665
525,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,186.2971912,93.50649351,Literature,10.1016/j.molliq.2023.121665
526,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,231.6505588,116.8831169,Literature,10.1016/j.molliq.2023.121665
527,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,290.1736635,146.1038961,Literature,10.1016/j.molliq.2023.121665
528,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,377.9583207,189.9350649,Literature,10.1016/j.molliq.2023.121665
529,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,474.0289943,239.6103896,Literature,10.1016/j.molliq.2023.121665
530,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,604.7659317,292.2077922,Literature,10.1016/j.molliq.2023.121665
531,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,701.9193597,303.8961039,Literature,10.1016/j.molliq.2023.121665
532,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,43.01189465,40.90909091,Literature,10.1016/j.molliq.2023.121665
533,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,82.74669256,70.12987013,Literature,10.1016/j.molliq.2023.121665
534,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,128.4348829,90.58441558,Literature,10.1016/j.molliq.2023.121665
535,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,175.7616216,116.8831169,Literature,10.1016/j.molliq.2023.121665
536,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,230.2160456,146.1038961,Literature,10.1016/j.molliq.2023.121665
537,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,286.7732734,175.3246753,Literature,10.1016/j.molliq.2023.121665
538,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,376.8661246,219.1558442,Literature,10.1016/j.molliq.2023.121665
539,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,472.4481127,260.0649351,Literature,10.1016/j.molliq.2023.121665
540,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,590.805923,292.2077922,Literature,10.1016/j.molliq.2023.121665
541,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,677.0208763,292.2077922,Literature,10.1016/j.molliq.2023.121665
542,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,43.01189465,40.90909091,Literature,10.1016/j.molliq.2023.121665
543,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,83.56596674,73.05194805,Literature,10.1016/j.molliq.2023.121665
544,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,125.8678238,96.42857143,Literature,10.1016/j.molliq.2023.121665
545,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,158.9391917,116.8831169,Literature,10.1016/j.molliq.2023.121665
546,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,216.3156936,149.025974,Literature,10.1016/j.molliq.2023.121665
547,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,289.231096,184.0909091,Literature,10.1016/j.molliq.2023.121665
548,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,377.5761622,236.6883117,Literature,10.1016/j.molliq.2023.121665
549,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,472.3388761,274.6753247,Literature,10.1016/j.molliq.2023.121665
550,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,601.2107052,306.8181818,Literature,10.1016/j.molliq.2023.121665
551,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,673.0610511,315.5844156,Literature,10.1016/j.molliq.2023.121665
552,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,46.2204508,44.11764706,Literature,10.1016/j.molliq.2023.121665
553,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,87.82297966,79.41176471,Literature,10.1016/j.molliq.2023.121665
554,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,123.9692139,102.9411765,Literature,10.1016/j.molliq.2023.121665
555,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,176.0857614,138.2352941,Literature,10.1016/j.molliq.2023.121665
556,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,217.2759759,164.7058824,Literature,10.1016/j.molliq.2023.121665
557,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,265.6129742,194.1176471,Literature,10.1016/j.molliq.2023.121665
558,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,373.2270478,247.0588235,Literature,10.1016/j.molliq.2023.121665
559,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,474.1203958,291.1764706,Literature,10.1016/j.molliq.2023.121665
560,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,590.5717427,338.2352941,Literature,10.1016/j.molliq.2023.121665
561,MIL(101)Fe,[Fe][O]([Fe])[Fe],['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],mtn-e,36.1506,14.04664,36.1506,0.434948,1349.99,3103.8,0.83947,1.93005,293,7,1,701.5942826,344.1176471,Literature,10.1016/j.molliq.2023.121665
562,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,0.5,0.507387672,Literature,10.1002/aoc.7066
563,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,1,1.80234674,Literature,10.1002/aoc.7066
564,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,5,8.20519991,Literature,10.1002/aoc.7066
565,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,10,16.47831966,Literature,10.1002/aoc.7066
566,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,20,24.75879453,Literature,10.1002/aoc.7066
567,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,30,25.92366009,Literature,10.1002/aoc.7066
568,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,40,25.7941412,Literature,10.1002/aoc.7066
569,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,50,25.23331405,Literature,10.1002/aoc.7066
570,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,0.6,60,25.60727543,Literature,10.1002/aoc.7066
571,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,0.5,0.507272748,Literature,10.1002/aoc.7066
572,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,1,1.154752282,Literature,10.1002/aoc.7066
573,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,5,4.967687316,Literature,10.1002/aoc.7066
574,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,10,10.00363925,Literature,10.1002/aoc.7066
575,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,20,17.70455442,Literature,10.1002/aoc.7066
576,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,30,23.89709741,Literature,10.1002/aoc.7066
577,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,40,22.76211199,Literature,10.1002/aoc.7066
578,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,50,22.77636251,Literature,10.1002/aoc.7066
579,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1,60,22.71855595,Literature,10.1002/aoc.7066
580,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,0.5,0.363388407,Literature,10.1002/aoc.7066
581,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,1,0.79504143,Literature,10.1002/aoc.7066
582,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,5,3.528843907,Literature,10.1002/aoc.7066
583,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,10,7.054125182,Literature,10.1002/aoc.7066
584,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,20,13.53006976,Literature,10.1002/aoc.7066
585,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,30,14.33430508,Literature,10.1002/aoc.7066
586,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,40,15.85612332,Literature,10.1002/aoc.7066
587,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,50,15.51181223,Literature,10.1002/aoc.7066
588,PbMOF,[Pb][OH][Pb],"['O=S([O-])(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)=O', 'C1(C2=CC[N-]C=C2)=CC[N-]C=C1']",fes,2.27161,1.16161,2.26499,1.85335,0,0,0.31055,0.167562,298,7,1.4,60,15.66960233,Literature,10.1002/aoc.7066
589,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,22.00728147,5.490196078,Literature,10.1002/aoc.6955
590,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,42.41474118,10.58823529,Literature,10.1002/aoc.6955
591,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,82.18679582,19.80392157,Literature,10.1002/aoc.6955
592,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,109.7160562,23.92156863,Literature,10.1002/aoc.6955
593,YbMOF,[OH2][Yb],['O=S(=O)(c1ccc(NC(Cc2ccc(C(=O)[O-])cc2)Cc2ccc(C(=O)[O-])cc2)cc1)c3cccnc3[O-]'],rna,4.95515,4.23799,4.90463,1.52786,406.58,266.11,0.43174,0.282578,288,5,4,144.6318905,30.78431373,Literature,10.1002/aoc.6955
